arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,quantity_numeric,arrival_quantity_qtl,quantity_quality,mandi_name,district,state,mandi_type
ARR0002610,2026-08-25,MANDI050,Sugarcane,HD-2967,14722.0,KG,69.0,14722.0,147.22,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0002880,2026-04-04,MANDI028,Mustard,Pusa-1121,44.691,TONNE,116.0,44.69,446.9,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR0022928,2026-08-31,MANDI002,Rice,Hybrid,259.25 qtl,QTL,5.0,259.25,259.25,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0021940,2026-07-29,MANDI002,Mustard,HD-2967,189.51,QTL,64.0,189.51,189.51,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0003417,2026-01-18,MANDI037,Wheat,Hybrid,43712.0,UNKNOWN,10.0,43712.0,,UNKNOWN_UNIT,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0003264,2026-05-15,MANDI022,Mustard,Pusa-1121,2491.0,KG,36.0,2491.0,24.91,VALID,Eluru APMC,Karnal,Haryana,Unknown
ARR0002755,2026-05-16,MANDI038,Mustard,Pusa-1121,29.9,QTL,,29.9,29.9,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0017512,2026-07-30,MANDI014,Rice,Local,32.038,TONNE,37.0,32.04,320.4,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR0003573,2026-04-02,MANDI015,Sugarcane,PBW-343,24.573,TONNE,45.0,24.57,245.7,VALID,Amravati Grain Market,Bathinda,Punjab,APMC
ARR0018015,2026-03-04,MANDI036,Sugarcane,HD-2967,167.12 qtl,QTL,27.0,167.12,167.12,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0024964,2026-04-03,MANDI055,Maize,HD-2967,43152.0,UNKNOWN,,43152.0,,UNKNOWN_UNIT,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0009755,2026-09-01,MANDI003,Sugarcane,PBW-343,47665.0,KG,80.0,47665.0,476.65,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0010091,2026-07-20,MANDI056,Maize,Hybrid,7073.999999999999,KG,26.0,7074.0,70.74,VALID,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0014156,2026-02-06,MANDI033,Rice,Premium,8526.0,KG,67.0,8526.0,85.26,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0004481,2026-08-27,MANDI034,Maize,Hybrid,22.334,TONNE,113.0,22.33,223.3,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0004488,2026-07-18,MANDI055,Sugarcane,,244.91,QTL,51.0,244.91,244.91,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0018528,2026-07-03,MANDI042,Wheat,Local,6.56,TONNE,114.0,6.56,65.6,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0021600,2026-04-23,MANDI001,Rice,,40541.0,KG,22.0,40541.0,405.41,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0008338,2026-03-14,MANDI012,Sugarcane,,11.25,QTL,5.0,11.25,11.25,VALID,Gaya Grain Market,Patiala,Punjab,Unknown
ARR0016095,2026-03-16,MANDI035,Rice,HD-2967,447.97 qtl,QTL,21.0,447.97,447.97,VALID,Guntakal Mandi,Ambala,Haryana,APMC
ARR0003927,2026-08-28,MANDI013,Maize,Local,178.48 qtl,QTL,145.0,178.48,178.48,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0024387,2026-03-08,MANDI025,Maize,HD-2967,472.56,QTL,136.0,472.56,472.56,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0007540,2026-03-19,MANDI036,Mustard,Premium,29412.0,KG,,29412.0,294.12,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0000712,2026-01-01,MANDI034,Wheat,Hybrid,38913.0,KG,55.0,38913.0,389.13,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0021657,2026-05-13,MANDI046,Mustard,Hybrid,7.353,TONNE,123.0,7.35,73.5,VALID,Baranagar Market,,Uttar Pradesh,Private
ARR0000725,2026-06-19,MANDI008,Rice,Pusa-1121,119.54,QTL,99.0,119.54,119.54,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0016223,2026-01-17,MANDI047,Maize,HD-2967,76.92,QTL,141.0,76.92,76.92,VALID,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
ARR0007047,2026-01-29,MANDI013,Mustard,Premium,37.021,TONNE,145.0,37.02,370.2000000000001,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0010245,2026-01-30,MANDI030,Maize,HD-2967,21268.0,KG,107.0,21268.0,212.68,VALID,Patiala APMC,Sirsa,,Unknown
ARR0014178,2026-08-30,MANDI051,Maize,PBW-343,11.736,TONNE,,11.74,117.4,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
ARR0003583,2026-03-08,MANDI028,Cotton,Premium,37163.0,KG,76.0,37163.0,371.63,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR0003435,2026-06-17,MANDI050,Rice,,417.25,QTL,,417.25,417.25,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0014820,2026-08-30,MANDI006,Mustard,Pusa-1121,173.47,QTL,136.0,173.47,173.47,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0017820,2026-02-15,MANDI033,Maize,PBW-343,143.31,QTL,,143.31,143.31,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0004463,2026-01-14,MANDI011,Mustard,PBW-343,"47,963.0 KG",KG,60.0,47963.0,479.63,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0009725,2026-04-06,MANDI039,Basmati,Premium,7654.000000000001,KG,114.0,7654.0,76.54,VALID,Anand Grain Market,,Haryana,APMC
ARR0000922,2026-08-08,MANDI012,Sugarcane,Pusa-1121,31.886000000000003,TONNE,117.0,31.89,318.9,VALID,Gaya Grain Market,Patiala,Punjab,Unknown
ARR0022695,2026-06-04,MANDI034,Rice,Hybrid,23548.0,KG,115.0,23548.0,235.48,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0004329,2026-06-11,MANDI027,Cotton,PBW-343,417.53 qtl,QTL,146.0,417.53,417.53,VALID,Kochi APMC,Hisar,Haryana,APMC
ARR0010575,2026-06-02,MANDI050,Maize,Hybrid,404.47,QTL,55.0,404.47,404.47,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0005060,2026-08-28,MANDI032,Maize,PBW-343,"18,969.0 KG",KG,,18969.0,189.69,VALID,Chapra Grain Market,,Haryana,Private
ARR0001471,2026-08-14,MANDI008,Mustard,,33831.0,KG,103.0,33831.0,338.31,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0001750,2026-04-15,MANDI023,Maize,Hybrid,42.48,QTL,100.0,42.48,42.48,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0013100,2026-08-02,MANDI038,Rice,Hybrid,10.152,TONNE,,10.15,101.5,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0000581,2026-07-15,MANDI056,Maize,Local,440.17,QTL,132.0,440.17,440.17,VALID,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0006492,2026-09-01,MANDI015,Rice,HD-2967,310.54 qtl,QTL,135.0,310.54,310.54,VALID,Amravati Grain Market,Bathinda,Punjab,APMC
ARR0003163,2026-01-27,MANDI024,Rice,HD-2967,34.11,TONNE,,34.11,341.1,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0014092,2026-04-03,MANDI045,Basmati,Pusa-1121,7950.0,UNKNOWN,127.0,7950.0,,UNKNOWN_UNIT,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
ARR0014347,2026-06-04,MANDI042,Rice,,21.24 qtl,QTL,,21.24,21.24,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0020985,2026-01-11,MANDI014,Cotton,,9.379000000000001,TONNE,79.0,9.38,93.8,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR0001732,2026-08-11,MANDI046,Mustard,Premium,270.25 qtl,QTL,39.0,270.25,270.25,VALID,Baranagar Market,,Uttar Pradesh,Private
ARR0008766,2026-04-29,MANDI020,Cotton,Hybrid,18.444,TONNE,146.0,18.44,184.4,VALID,Kadapa Mandi,Ferozepur,Punjab,Direct
ARR0008089,2026-06-11,MANDI003,Mustard,Pusa-1121,375.63,QTL,9.0,375.63,375.63,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0019417,2026-02-11,MANDI013,Maize,Local,30.833,TONNE,49.0,30.83,308.29999999999995,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0005044,2026-05-08,MANDI013,Sugarcane,Local,194.06 qtl,QTL,,194.06,194.06,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0008881,2026-01-15,MANDI054,Sugarcane,,36698.0,KG,,36698.0,366.98,VALID,Nangloi Jat Grain Market,Saharanpur,,Direct
ARR0008031,2026-03-25,MANDI045,Cotton,Hybrid,35.06,QTL,39.0,35.06,35.06,VALID,Farrukhabad Mandi,Meerut,Uttar Pradesh,Private
ARR0023872,2026-08-13,MANDI040,Sugarcane,Pusa-1121,45.97 qtl,QTL,,45.97,45.97,VALID,Jodhpur Market,Fatehabad,Haryana,Direct
ARR0007101,2026-06-12,MANDI005,Rice,Pusa-1121,3.657,TONNE,126.0,3.66,36.6,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0020127,2026-07-11,MANDI014,Sugarcane,Local,30.452999999999996,TONNE,119.0,30.45,304.5,VALID,Bathinda Grain Market,Patiala,Punjab,Private
ARR0016865,2026-04-07,MANDI018,Maize,Hybrid,388.25,QTL,79.0,388.25,388.25,VALID,Jaunpur Mandi,Moga,Punjab,Unknown
ARR0023467,2026-07-25,MANDI037,Cotton,PBW-343,"14,599.0 KG",KG,40.0,14599.0,145.99,VALID,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0008808,2026-01-24,MANDI034,Cotton,,256.53,QTL,,256.53,256.53,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0023193,2026-01-08,MANDI017,Wheat,HD-2967,1800.0,UNKNOWN,77.0,1800.0,,UNKNOWN_UNIT,Parbhani Market,,Punjab,Private
ARR0015976,2026-07-15,MANDI043,Maize,Premium,476.26,QTL,40.0,476.26,476.26,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0004223,2026-08-05,MANDI057,Sugarcane,Pusa-1121,17909.0,KG,83.0,17909.0,179.09,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0014355,2026-06-22,MANDI027,Rice,Hybrid,27614.0,KG,150.0,27614.0,276.14,VALID,Kochi APMC,Hisar,Haryana,APMC
ARR0023149,2026-02-26,MANDI050,Cotton,PBW-343,6120.0,KG,30.0,6120.0,61.2,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0023952,2026-05-27,MANDI044,Maize,Local,"16,044.0 KG",KG,125.0,16044.0,160.44,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0023991,2026-08-09,MANDI008,Rice,Premium,101.32,QTL,,101.32,101.32,VALID,Bijapur Market,Amritsar,Punjab,APMC
ARR0012928,2026-05-06,MANDI030,Rice,PBW-343,429.48,QTL,52.0,429.48,429.48,VALID,Patiala APMC,Sirsa,,Unknown
ARR0010883,2026-08-06,MANDI055,Maize,Premium,284.21,QTL,136.0,284.21,284.21,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0001259,2026-06-19,MANDI028,Cotton,HD-2967,8548.0,KG,106.0,8548.0,85.48,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR_MISSING_00110,2026-03-30,MANDI041,Cotton,Premium,491.56,QTL,,491.56,491.56,VALID,Gurgaon Grain Market,Fatehabad,Haryana,APMC
ARR0006881,2026-07-31,MANDI011,Maize,Premium,33.448,TONNE,138.0,33.45,334.5,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0021202,2026-06-12,MANDI041,Rice,Hybrid,23753.0,UNKNOWN,79.0,23753.0,,UNKNOWN_UNIT,Gurgaon Grain Market,Fatehabad,Haryana,APMC
ARR0011873,2026-03-28,MANDI041,Wheat,HD-2967,42.257999999999996,TONNE,,42.26,422.6,VALID,Gurgaon Grain Market,Fatehabad,Haryana,APMC
ARR0000274,2026-03-12,MANDI005,Wheat,Premium,24.068,TONNE,83.0,24.07,240.7,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0024483,2026-05-03,MANDI035,Rice,Pusa-1121,14.433000000000002,TONNE,49.0,14.43,144.3,VALID,Guntakal Mandi,Ambala,Haryana,APMC
ARR0005901,2026-01-14,MANDI039,Rice,Hybrid,"25,679.000000000004 KG",KG,53.0,25679.0,256.79,VALID,Anand Grain Market,,Haryana,APMC
ARR0022068,2026-03-12,MANDI026,Rice,PBW-343,187.76,QTL,103.0,187.76,187.76,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0018775,2026-01-26,MANDI017,Wheat,,"2,402.0 KG",KG,132.0,2402.0,24.02,VALID,Parbhani Market,,Punjab,Private
ARR0018532,2026-02-19,MANDI003,Maize,PBW-343,29.129,TONNE,20.0,29.13,291.3,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0005202,2026-03-03,MANDI032,Maize,HD-2967,29.681,TONNE,26.0,29.68,296.8,VALID,Chapra Grain Market,,Haryana,Private
ARR0016869,2026-08-17,MANDI023,Sugarcane,Pusa-1121,33709.0,KG,60.0,33709.0,337.09,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0003172,2026-07-28,MANDI002,Mustard,Pusa-1121,378.04,QTL,22.0,378.04,378.04,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0019648,2026-02-24,MANDI019,Cotton,Pusa-1121,330.25,QTL,104.0,330.25,330.25,VALID,Karimnagar Grain Market,Moga,Punjab,Private
ARR0018309,2026-04-19,MANDI042,Maize,PBW-343,130.12 qtl,QTL,17.0,130.12,130.12,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0018500,2026-03-03,MANDI013,Maize,HD-2967,423.27 qtl,QTL,38.0,423.27,423.27,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0018925,2026-03-07,MANDI042,Mustard,,16796.0,KG,,16796.0,167.96,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0014024,2026-03-28,MANDI011,Mustard,Local,"24,371.0 KG",KG,50.0,24371.0,243.71,VALID,Arrah Mandi,Patiala,Punjab,Unknown
ARR0007133,2026-04-15,MANDI012,Rice,Local,24149.0,KG,59.0,24149.0,241.49,VALID,Gaya Grain Market,Patiala,Punjab,Unknown
ARR0019888,2026-02-17,MANDI032,Basmati,Premium,12.036,TONNE,71.0,12.04,120.4,VALID,Chapra Grain Market,,Haryana,Private
ARR0012869,2026-07-24,MANDI024,Sugarcane,Pusa-1121,177.31,QTL,135.0,177.31,177.31,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0022596,2026-02-11,MANDI031,Maize,Local,36.531,TONNE,110.0,36.53,365.3,VALID,Nangloi Jat Mandi,Sirsa,Haryana,APMC
ARR0005145,2026-06-03,MANDI030,Rice,Pusa-1121,456.61,QTL,102.0,456.61,456.61,VALID,Patiala APMC,Sirsa,,Unknown
ARR0012051,2026-02-21,MANDI034,Cotton,PBW-343,48.961,TONNE,137.0,48.96,489.6,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0006505,2026-07-27,MANDI019,Cotton,HD-2967,43.55 qtl,QTL,64.0,43.55,43.55,VALID,Karimnagar Grain Market,Moga,Punjab,Private
ARR0000838,2026-01-09,MANDI033,Sugarcane,Local,382.87,QTL,37.0,382.87,382.87,VALID,South Dumdum Grain Market,Ambala,Haryana,APMC
ARR0002719,2026-05-01,MANDI047,Cotton,Premium,196.76,QTL,111.0,196.76,196.76,VALID,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
ARR0008658,2026-04-14,MANDI009,Maize,PBW-343,"32,292.0 KG",KG,66.0,32292.0,322.92,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0013524,2026-08-23,MANDI015,Sugarcane,HD-2967,37878.0,KG,,37878.0,378.78,VALID,Amravati Grain Market,Bathinda,Punjab,APMC
ARR0003888,2026-02-04,MANDI016,Mustard,Local,451.25,QTL,9.0,451.25,451.25,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0008929,2026-07-09,MANDI038,Wheat,Pusa-1121,46.309,TONNE,16.0,46.31,463.1,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0017573,2026-02-28,MANDI032,Wheat,Hybrid,216.06,QTL,31.0,216.06,216.06,VALID,Chapra Grain Market,,Haryana,Private
ARR0019277,2026-01-31,MANDI040,Maize,PBW-343,49.06,TONNE,135.0,49.06,490.6,VALID,Jodhpur Market,Fatehabad,Haryana,Direct
ARR0023365,2026-04-18,MANDI055,Cotton,Hybrid,275.42 qtl,QTL,15.0,275.42,275.42,VALID,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0006283,2026-05-10,MANDI002,Wheat,Hybrid,237.78,QTL,61.0,237.78,237.78,VALID,Solapur Mandi,Ludhiana,,APMC
ARR0021190,2026-04-08,MANDI034,Cotton,Pusa-1121,27.832,TONNE,99.0,27.83,278.29999999999995,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0004848,2026-04-06,MANDI001,Mustard,Premium,47595.0,KG,118.0,47595.0,475.95,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0006760,2026-06-11,MANDI057,Cotton,Local,496.72,QTL,54.0,496.72,496.72,VALID,Gorakhpur APMC,Bareilly,,Direct
ARR0021228,2026-07-11,MANDI037,Sugarcane,Pusa-1121,21556.0,KG,,21556.0,215.56,VALID,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0008859,2026-02-05,MANDI004,Rice,,108.27 qtl,QTL,121.0,108.27,108.27,VALID,Khandwa Grain Market,Ludhiana,Punjab,APMC
ARR0023407,2026-07-27,MANDI034,Cotton,Hybrid,189.05 qtl,QTL,89.0,189.05,189.05,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0005508,2026-02-11,MANDI026,Maize,Pusa-1121,402.91,QTL,5.0,402.91,402.91,VALID,Tadipatri Mandi,Hisar,Haryana,Private
ARR0004006,2026-09-07,MANDI032,Sugarcane,PBW-343,"26,519.0 KG",KG,96.0,26519.0,265.19,VALID,Chapra Grain Market,,Haryana,Private
ARR0008541,2026-07-08,MANDI009,Rice,Premium,43.163,TONNE,17.0,43.16,431.6,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0006537,2026-04-05,MANDI015,Rice,Local,323.57 qtl,QTL,37.0,323.57,323.57,VALID,Amravati Grain Market,Bathinda,Punjab,APMC
ARR0008243,2026-09-09,MANDI003,Wheat,,"44,397.0 KG",KG,34.0,44397.0,443.97,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0018402,2026-02-14,MANDI038,Maize,Premium,91.29,QTL,106.0,91.29,91.29,VALID,Jalandhar Mandi,Kurukshetra,Haryana,Private
ARR0022038,2026-07-01,MANDI048,Rice,PBW-343,32.64,TONNE,139.0,32.64,326.4,VALID,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
ARR0002238,2026-04-23,MANDI048,Cotton,Local,48109.0,KG,33.0,48109.0,481.09,VALID,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
ARR0018163,2026-01-16,MANDI018,Maize,HD-2967,342.27 qtl,QTL,104.0,342.27,342.27,VALID,Jaunpur Mandi,Moga,Punjab,Unknown
ARR0012688,2026-06-12,MANDI044,Maize,Hybrid,45443.0,KG,72.0,45443.0,454.43,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0007114,2026-06-26,MANDI016,Cotton,PBW-343,6101.0,KG,16.0,6101.0,61.01,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0014768,2026-04-18,MANDI044,Maize,Hybrid,40390.0,KG,116.0,40390.0,403.9,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0010206,2026-01-27,MANDI034,Mustard,,37.757,TONNE,146.0,37.76,377.6,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0012404,2026-04-16,MANDI029,Cotton,Local,45719.0,KG,46.0,45719.0,457.19,VALID,Asansol Grain Market,Sirsa,Haryana,Direct
ARR0000232,2026-08-23,MANDI037,Rice,Pusa-1121,41960.0,KG,49.0,41960.0,419.6,VALID,Jorhat Grain Market,Kurukshetra,Haryana,APMC
ARR0005722,2026-09-04,MANDI003,Rice,Pusa-1121,74.83,QTL,15.0,74.83,74.83,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0009539,2026-01-23,MANDI040,Sugarcane,Hybrid,383.77,QTL,45.0,383.77,383.77,VALID,Jodhpur Market,Fatehabad,Haryana,Direct
ARR0021424,2026-01-03,MANDI034,Sugarcane,HD-2967,21073.0,UNKNOWN,130.0,21073.0,,UNKNOWN_UNIT,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0021240,2026-05-09,MANDI004,Sugarcane,HD-2967,"33,204.0 KG",KG,83.0,33204.0,332.04,VALID,Khandwa Grain Market,Ludhiana,Punjab,APMC
ARR0010766,2026-03-26,MANDI050,Cotton,Premium,21827.0,KG,129.0,21827.0,218.27,VALID,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
ARR0023499,2026-01-02,MANDI046,Mustard,Local,343.72,QTL,91.0,343.72,343.72,VALID,Baranagar Market,,Uttar Pradesh,Private
ARR0012118,2026-05-20,MANDI036,Wheat,PBW-343,10.318000000000001,TONNE,68.0,10.32,103.2,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0019774,2026-06-09,MANDI005,Sugarcane,PBW-343,"5,353.0 KG",KG,88.0,5353.0,53.53,VALID,Bhilwara Grain Market,Amritsar,Punjab,Direct
ARR0006121,2026-08-16,MANDI036,Cotton,Premium,10.333,TONNE,61.0,10.33,103.3,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0018128,2026-01-01,MANDI028,Sugarcane,Local,33675.0,KG,82.0,33675.0,336.75,VALID,Machilipatnam APMC,Hisar,Haryana,Unknown
ARR0018535,2026-01-22,MANDI021,Rice,Pusa-1121,491.6,QTL,50.0,491.6,491.6,VALID,Guna Mandi,Ferozepur,Punjab,APMC
ARR0008629,2026-04-24,MANDI034,Rice,,10.65,TONNE,128.0,10.65,106.5,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0012732,2026-02-17,MANDI036,Mustard,Hybrid,24615.0,KG,52.0,24615.0,246.15,VALID,Mysore Grain Market,Kurukshetra,Haryana,APMC
ARR0011969,2026-01-31,MANDI034,Wheat,Premium,401.97,QTL,16.0,401.97,401.97,VALID,Ludhiana Grain Market,Ambala,Haryana,Unknown
ARR0024272,2026-01-02,MANDI039,Mustard,PBW-343,75.17 qtl,QTL,22.0,75.17,75.17,VALID,Anand Grain Market,,Haryana,APMC
ARR0018478,2026-03-23,MANDI006,Cotton,PBW-343,407.08,QTL,88.0,407.08,407.08,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0003426,2026-06-08,MANDI016,Rice,HD-2967,191.15,QTL,120.0,191.15,191.15,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0010882,2026-03-20,MANDI039,Mustard,Premium,399.73,QTL,69.0,399.73,399.73,VALID,Anand Grain Market,,Haryana,APMC
ARR0023231,2026-04-27,MANDI044,Maize,PBW-343,"37,906.0 KG",KG,68.0,37906.0,379.06,VALID,Dehri Mandi,Agra,Uttar Pradesh,APMC
ARR0009422,2026-02-20,MANDI056,Mustard,HD-2967,18194.0,UNKNOWN,6.0,18194.0,,UNKNOWN_UNIT,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
ARR0011322,2026-07-11,MANDI016,Cotton,Local,44.329,TONNE,8.0,44.33,443.3,VALID,Kulti APMC,Bathinda,Punjab,Unknown
ARR0007668,2026-04-03,MANDI042,Basmati,Hybrid,"38,558.0 KG",KG,137.0,38558.0,385.58,VALID,Erode Mandi,Fatehabad,Haryana,Private
ARR0022454,2026-02-17,MANDI054,Cotton,Local,329.87 qtl,QTL,62.0,329.87,329.87,VALID,Nangloi Jat Grain Market,Saharanpur,,Direct
ARR0015645,2026-01-05,MANDI055,Maize,Premium,39780.0,UNKNOWN,70.0,39780.0,,UNKNOWN_UNIT,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
ARR0019475,2026-05-04,MANDI049,Sugarcane,PBW-343,"5,479.0 KG",KG,110.0,5479.0,54.79,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0014042,2026-03-19,MANDI021,Maize,PBW-343,468.88,QTL,93.0,468.88,468.88,VALID,Guna Mandi,Ferozepur,Punjab,APMC
ARR0019747,2026-03-29,MANDI006,Sugarcane,HD-2967,14.07,QTL,59.0,14.07,14.07,VALID,Kochi Mandi,Amritsar,Punjab,Direct
ARR0002313,2026-04-28,MANDI024,Mustard,,398.89,QTL,33.0,398.89,398.89,VALID,Jaipur Mandi,Karnal,Haryana,APMC
ARR0008659,2026-02-28,MANDI043,Maize,Hybrid,240.36,QTL,5.0,240.36,240.36,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0024066,2026-06-14,MANDI043,Maize,Premium,312.54 qtl,QTL,118.0,312.54,312.54,VALID,Danapur Mandi,Agra,Uttar Pradesh,Private
ARR0020465,2026-03-17,MANDI001,Wheat,HD-2967,394.23 qtl,QTL,,394.23,394.23,VALID,Hyderabad Mandi,Ludhiana,Punjab,Private
ARR0019987,2026-05-29,MANDI049,Basmati,Premium,"1,929.0 KG",KG,16.0,1929.0,19.29,VALID,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
ARR0019683,2026-04-14,MANDI025,Cotton,Pusa-1121,5339.0,KG,32.0,5339.0,53.39,VALID,Dindigul APMC,Karnal,Haryana,APMC
ARR0010147,2026-03-07,MANDI009,Wheat,PBW-343,38713.0,KG,,38713.0,387.13,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0007377,2026-03-10,MANDI046,Cotton,Pusa-1121,148.35,QTL,21.0,148.35,148.35,VALID,Baranagar Market,,Uttar Pradesh,Private
ARR0014168,2026-06-17,MANDI003,Cotton,,44485.0,KG,150.0,44485.0,444.85,VALID,Vijayawada Mandi,Ludhiana,Punjab,Unknown
ARR0015413,2026-04-14,MANDI013,Maize,Hybrid,"12,169.0 KG",KG,117.0,12169.0,121.69,VALID,Aurangabad Market,Patiala,Punjab,Private
ARR0007025,2026-02-10,MANDI009,Rice,HD-2967,15999.0,KG,94.0,15999.0,159.99,VALID,Jamshedpur APMC,Jalandhar,Punjab,APMC
ARR0012011,2026-08-04,MANDI032,Wheat,Hybrid,253.2,QTL,48.0,253.2,253.2,VALID,Chapra Grain Market,,Haryana,Private
ARR0004843,2026-06-15,MANDI023,Cotton,HD-2967,6.854000000000001,TONNE,33.0,6.85,68.5,VALID,Panihati APMC,Karnal,Haryana,Private
ARR0017702,2026-06-03,MANDI047,Rice,Pusa-1121,21.52,QTL,87.0,21.52,21.52,VALID,Orai Market,Muzaffarnagar,Uttar Pradesh,APMC
ARR0023828,2026-05-30,MANDI051,Rice,,86.97,QTL,41.0,86.97,86.97,VALID,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
