sensor_id,timestamp,temperature,temp_unit,rainfall,rain_unit,humidity_percent,temperature_raw,temperature_numeric,temp_unit_clean,temperature_c,rainfall_raw,rain_unit_clean,rainfall_mm,timestamp_raw,timestamp_ist,date
SEN001,2026-07-21 19:26:05,36.2,Celsius,28.6,MM,43.0,36.2,36.2,c,36.2,28.6,mm,28.6,2026-07-21 19:26:05,2026-07-21 19:26:05+05:30,2026-07-21
SEN045,2026-01-13 03:04:16 IST,74.8,°F,,,59.0,74.8,74.8,f,23.78,,,,2026-01-13 03:04:16 IST,2026-01-13 03:04:16+05:30,2026-01-13
SEN027,2026-06-26 10:15:36 UTC,102.9,f,27.4,millimeters,30.0,102.9,102.9,f,39.39,27.4,mm,27.4,2026-06-26 10:15:36 UTC,2026-06-26 15:45:36+05:30,2026-06-26
SEN037,2026-01-25 18:25:01 UTC,30,C,3.8,MM,57.0,30,30.0,c,30.0,3.8,mm,3.8,2026-01-25 18:25:01 UTC,2026-01-25 23:55:01+05:30,2026-01-25
SEN040,2026-02-08 14:03:43 UTC,32.5,°C,0.93,in,81.0,32.5,32.5,c,32.5,0.93,in,23.62,2026-02-08 14:03:43 UTC,2026-02-08 19:33:43+05:30,2026-02-08
SEN033,2026-06-18 20:33:39 UTC,37.7°C,,1.02,in,94.0,37.7°C,37.7,c,37.7,1.02,in,25.91,2026-06-18 20:33:39 UTC,2026-06-19 02:03:39+05:30,2026-06-19
SEN035,2026-08-24 16:59:25 IST,73.4,F,,,81.0,73.4,73.4,f,23.0,,,,2026-08-24 16:59:25 IST,2026-08-24 16:59:25+05:30,2026-08-24
SEN012,,23.9°C,,39.1,millimeters,41.0,23.9°C,23.9,c,23.9,39.1,mm,39.1,,,
SEN002,2026-05-03 08:59:33 IST,29.3,c,44.8,millimeters,51.0,29.3,29.3,c,29.3,44.8,mm,44.8,2026-05-03 08:59:33 IST,2026-05-03 08:59:33+05:30,2026-05-03
SEN009,2026-05-17 11:45:07 IST,81.1,Fahrenheit,38.7,MM,,81.1,81.1,f,27.28,38.7,mm,38.7,2026-05-17 11:45:07 IST,2026-05-17 11:45:07+05:30,2026-05-17
SEN016,2026-07-02 02:42:27 UTC,99.3,Fahrenheit,1.07,inches,66.0,99.3,99.3,f,37.39,1.07,in,27.18,2026-07-02 02:42:27 UTC,2026-07-02 08:12:27+05:30,2026-07-02
SEN043,2026-02-17 11:34:22 IST,17.3°C,,44.0,MM,,17.3°C,17.3,c,17.3,44.0,mm,44.0,2026-02-17 11:34:22 IST,2026-02-17 11:34:22+05:30,2026-02-17
SEN032,06-30-2026 07:03 AM,22.3°C,,46.5,mm,,22.3°C,22.3,c,22.3,46.5,mm,46.5,06-30-2026 07:03 AM,2026-06-30 07:03:00+05:30,2026-06-30
SEN023,2026-05-12 03:20:00 UTC,61.5,Fahrenheit,11.7,millimeters,,61.5,61.5,f,16.39,11.7,mm,11.7,2026-05-12 03:20:00 UTC,2026-05-12 08:50:00+05:30,2026-05-12
SEN003,2026-07-10 12:06:27 UTC,62.6,°F,1.8,MM,45.0,62.6,62.6,f,17.0,1.8,mm,1.8,2026-07-10 12:06:27 UTC,2026-07-10 17:36:27+05:30,2026-07-10
SEN025,2026-04-18 05:10:25 UTC,61,f,5.5,mm,91.0,61,61.0,f,16.11,5.5,mm,5.5,2026-04-18 05:10:25 UTC,2026-04-18 10:40:25+05:30,2026-04-18
SEN047,,71.2,f,,,31.0,71.2,71.2,f,21.78,,,,,,
SEN026,2026-08-09 15:58:15 UTC,79,f,16.8,MM,77.0,79,79.0,f,26.11,16.8,mm,16.8,2026-08-09 15:58:15 UTC,2026-08-09 21:28:15+05:30,2026-08-09
SEN039,2026-07-18 02:20:22 IST,26.9°C,,17.4,MM,41.0,26.9°C,26.9,c,26.9,17.4,mm,17.4,2026-07-18 02:20:22 IST,2026-07-18 02:20:22+05:30,2026-07-18
SEN019,2026-07-10 22:31:15 IST,90.9,f,,mm,74.0,90.9,90.9,f,32.72,-28.5,mm,,2026-07-10 22:31:15 IST,2026-07-10 22:31:15+05:30,2026-07-10
SEN001,2026-06-14 21:05:09 UTC,85.8,°F,30.2,MM,49.0,85.8,85.8,f,29.89,30.2,mm,30.2,2026-06-14 21:05:09 UTC,2026-06-15 02:35:09+05:30,2026-06-15
SEN029,2026-08-18T23:04:29,29.8,Celsius,,mm,36.0,29.8,29.8,c,29.8,-2.9,mm,,2026-08-18T23:04:29,2026-08-18 23:04:29+05:30,2026-08-18
SEN011,2026-07-02 11:50:25 IST,59.7,Fahrenheit,,mm,71.0,59.7,59.7,f,15.39,-12.1,mm,,2026-07-02 11:50:25 IST,2026-07-02 11:50:25+05:30,2026-07-02
SEN008,2026-03-03 08:02:35 UTC,39.8,°C,0.52,inches,39.0,39.8,39.8,c,39.8,0.52,in,13.21,2026-03-03 08:02:35 UTC,2026-03-03 13:32:35+05:30,2026-03-03
SEN033,2026-08-11 02:15:56 IST,67.5,F,35.0,millimeters,64.0,67.5,67.5,f,19.72,35.0,mm,35.0,2026-08-11 02:15:56 IST,2026-08-11 02:15:56+05:30,2026-08-11
SEN009,2026-02-05 14:59:11,88.9,F,1.08,inch,83.0,88.9,88.9,f,31.61,1.08,in,27.43,2026-02-05 14:59:11,2026-02-05 14:59:11+05:30,2026-02-05
SEN050,2026-06-22 11:40:22 IST,21.9°C,,21.0,mm,55.0,21.9°C,21.9,c,21.9,21.0,mm,21.0,2026-06-22 11:40:22 IST,2026-06-22 11:40:22+05:30,2026-06-22
SEN024,2026-05-23 19:18:54 IST,17.3°C,,1.78,in,31.0,17.3°C,17.3,c,17.3,1.78,in,45.21,2026-05-23 19:18:54 IST,2026-05-23 19:18:54+05:30,2026-05-23
SEN026,2026-02-25 22:04:41 UTC,36.4,Celsius,,mm,88.0,36.4,36.4,c,36.4,-37.6,mm,,2026-02-25 22:04:41 UTC,2026-02-26 03:34:41+05:30,2026-02-26
SEN005,2026-08-09 06:40:30 UTC,95.7,F,,,94.0,95.7,95.7,f,35.39,,,,2026-08-09 06:40:30 UTC,2026-08-09 12:10:30+05:30,2026-08-09
UNKNOWN,2026-06-08 08:13:15 UTC,35.7°C,,21.6,millimeters,54.0,35.7°C,35.7,c,35.7,21.6,mm,21.6,2026-06-08 08:13:15 UTC,2026-06-08 13:43:15+05:30,2026-06-08
SEN012,2026-03-12 02:24:38 IST,18.1,C,45.3,millimeters,57.0,18.1,18.1,c,18.1,45.3,mm,45.3,2026-03-12 02:24:38 IST,2026-03-12 02:24:38+05:30,2026-03-12
SEN039,2026-07-16 16:54:29 UTC,87.6,F,,,,87.6,87.6,f,30.89,,,,2026-07-16 16:54:29 UTC,2026-07-16 22:24:29+05:30,2026-07-16
SEN044,2026-02-08 17:55:56 UTC,59.9,F,1.1,inch,36.0,59.9,59.9,f,15.5,1.1,in,27.94,2026-02-08 17:55:56 UTC,2026-02-08 23:25:56+05:30,2026-02-08
SEN031,2026-08-16 19:57:29 UTC,29.5,Celsius,,,48.0,29.5,29.5,c,29.5,,,,2026-08-16 19:57:29 UTC,2026-08-17 01:27:29+05:30,2026-08-17
SEN034,2026-07-20 12:27:58 IST,28.9,C,24.2,millimeters,41.0,28.9,28.9,c,28.9,24.2,mm,24.2,2026-07-20 12:27:58 IST,2026-07-20 12:27:58+05:30,2026-07-20
SEN016,2026-07-16 21:26:10 IST,39.1°C,,33.5,MM,34.0,39.1°C,39.1,c,39.1,33.5,mm,33.5,2026-07-16 21:26:10 IST,2026-07-16 21:26:10+05:30,2026-07-16
SEN008,2026-03-09 05:34:10 IST,40,°C,37.9,millimeters,54.0,40,40.0,c,40.0,37.9,mm,37.9,2026-03-09 05:34:10 IST,2026-03-09 05:34:10+05:30,2026-03-09
SEN047,2026-08-10 22:01:36 IST,87.1,f,,,73.0,87.1,87.1,f,30.61,,,,2026-08-10 22:01:36 IST,2026-08-10 22:01:36+05:30,2026-08-10
SEN034,2026-02-13 16:55:18 UTC,34.7,C,16.9,millimeters,91.0,34.7,34.7,c,34.7,16.9,mm,16.9,2026-02-13 16:55:18 UTC,2026-02-13 22:25:18+05:30,2026-02-13
SEN049,2026-01-03 06:48:56 IST,15.3,Celsius,10.1,MM,39.0,15.3,15.3,c,15.3,10.1,mm,10.1,2026-01-03 06:48:56 IST,2026-01-03 06:48:56+05:30,2026-01-03
SEN014,2026-01-01T00:22:35,36.2,c,,mm,60.0,36.2,36.2,c,36.2,-47.5,mm,,2026-01-01T00:22:35,2026-01-01 00:22:35+05:30,2026-01-01
SEN013,2026-02-12 17:22:55 UTC,28.3°C,,1.78,inches,58.0,28.3°C,28.3,c,28.3,1.78,in,45.21,2026-02-12 17:22:55 UTC,2026-02-12 22:52:55+05:30,2026-02-12
SEN039,2026-06-10 21:30:35 UTC,20.8,Celsius,33.5,millimeters,64.0,20.8,20.8,c,20.8,33.5,mm,33.5,2026-06-10 21:30:35 UTC,2026-06-11 03:00:35+05:30,2026-06-11
SEN041,07-May-2026 12:58:14,22.8,C,33.4,MM,55.0,22.8,22.8,c,22.8,33.4,mm,33.4,07-May-2026 12:58:14,2026-05-07 12:58:14+05:30,2026-05-07
SEN021,2026-04-05 20:45:29 IST,26.5,c,,mm,,26.5,26.5,c,26.5,-48.8,mm,,2026-04-05 20:45:29 IST,2026-04-05 20:45:29+05:30,2026-04-05
SEN006,2026-01-25 04:59:32 UTC,79.9,F,1.57,inches,60.0,79.9,79.9,f,26.61,1.57,in,39.88,2026-01-25 04:59:32 UTC,2026-01-25 10:29:32+05:30,2026-01-25
UNKNOWN,2026-05-28 14:15:53,95.2,Fahrenheit,1.4,inch,83.0,95.2,95.2,f,35.11,1.4,in,35.56,2026-05-28 14:15:53,2026-05-28 14:15:53+05:30,2026-05-28
SEN036,2026-07-26 02:02:48 IST,17.1,Celsius,,mm,42.0,17.1,17.1,c,17.1,-27.9,mm,,2026-07-26 02:02:48 IST,2026-07-26 02:02:48+05:30,2026-07-26
SEN027,,84.7,f,24.7,mm,59.0,84.7,84.7,f,29.28,24.7,mm,24.7,,,
SEN017,2026-06-17 02:10:11 UTC,72.3,°F,,mm,39.0,72.3,72.3,f,22.39,-46.2,mm,,2026-06-17 02:10:11 UTC,2026-06-17 07:40:11+05:30,2026-06-17
SEN045,2026-06-06 00:14:23 IST,15,°C,2.8,millimeters,72.0,15,15.0,c,15.0,2.8,mm,2.8,2026-06-06 00:14:23 IST,2026-06-06 00:14:23+05:30,2026-06-06
SEN026,2026-04-15 13:19:24 UTC,103.1,F,27.0,mm,65.0,103.1,103.1,f,39.5,27.0,mm,27.0,2026-04-15 13:19:24 UTC,2026-04-15 18:49:24+05:30,2026-04-15
SEN008,2026-02-20 23:40:51 IST,82,°F,32.7,MM,48.0,82,82.0,f,27.78,32.7,mm,32.7,2026-02-20 23:40:51 IST,2026-02-20 23:40:51+05:30,2026-02-20
SEN021,2026-02-10 01:07:39 UTC,92.8,°F,43.5,MM,61.0,92.8,92.8,f,33.78,43.5,mm,43.5,2026-02-10 01:07:39 UTC,2026-02-10 06:37:39+05:30,2026-02-10
SEN003,2026-03-07 23:10:26 UTC,23,C,21.5,mm,44.0,23,23.0,c,23.0,21.5,mm,21.5,2026-03-07 23:10:26 UTC,2026-03-08 04:40:26+05:30,2026-03-08
SEN027,2026-08-27 16:18:08 UTC,35.7,Celsius,15.2,mm,57.0,35.7,35.7,c,35.7,15.2,mm,15.2,2026-08-27 16:18:08 UTC,2026-08-27 21:48:08+05:30,2026-08-27
SEN046,2026-04-27 09:25:37 IST,26.9°C,,0.64,inch,85.0,26.9°C,26.9,c,26.9,0.64,in,16.26,2026-04-27 09:25:37 IST,2026-04-27 09:25:37+05:30,2026-04-27
SEN046,2026-02-15 10:24:03 IST,29,C,14.8,mm,75.0,29,29.0,c,29.0,14.8,mm,14.8,2026-02-15 10:24:03 IST,2026-02-15 10:24:03+05:30,2026-02-15
SEN015,2026-01-19 08:13:33 IST,28.5,Celsius,35.5,millimeters,30.0,28.5,28.5,c,28.5,35.5,mm,35.5,2026-01-19 08:13:33 IST,2026-01-19 08:13:33+05:30,2026-01-19
SEN006,2026-05-19 07:02:53 UTC,98.8,f,28.0,millimeters,82.0,98.8,98.8,f,37.11,28.0,mm,28.0,2026-05-19 07:02:53 UTC,2026-05-19 12:32:53+05:30,2026-05-19
SEN024,2026-03-16 11:34:12 IST,85.8,Fahrenheit,1.41,inch,38.0,85.8,85.8,f,29.89,1.41,in,35.81,2026-03-16 11:34:12 IST,2026-03-16 11:34:12+05:30,2026-03-16
SEN025,09-03-2026 09:02 PM,21.1,C,,mm,,21.1,21.1,c,21.1,-41.0,mm,,09-03-2026 09:02 PM,2026-09-03 21:02:00+05:30,2026-09-03
UNKNOWN,,100,F,0.61,in,39.0,100,100.0,f,37.78,0.61,in,15.49,,,
SEN017,2026-06-22 18:40:28 IST,36.9°C,,27.5,mm,,36.9°C,36.9,c,36.9,27.5,mm,27.5,2026-06-22 18:40:28 IST,2026-06-22 18:40:28+05:30,2026-06-22
SEN035,01-10-2026 10:43 AM,69.6,Fahrenheit,29.0,mm,45.0,69.6,69.6,f,20.89,29.0,mm,29.0,01-10-2026 10:43 AM,2026-01-10 10:43:00+05:30,2026-01-10
SEN038,2026-07-28 12:34:30 IST,24.4,c,,mm,58.0,24.4,24.4,c,24.4,-6.4,mm,,2026-07-28 12:34:30 IST,2026-07-28 12:34:30+05:30,2026-07-28
SEN049,2026-08-23 01:49:50 UTC,38,C,47.0,mm,36.0,38,38.0,c,38.0,47.0,mm,47.0,2026-08-23 01:49:50 UTC,2026-08-23 07:19:50+05:30,2026-08-23
SEN023,2026-04-21 17:50:54 IST,88.7,Fahrenheit,3.7,millimeters,,88.7,88.7,f,31.5,3.7,mm,3.7,2026-04-21 17:50:54 IST,2026-04-21 17:50:54+05:30,2026-04-21
SEN038,2026-07-21 20:45:28 UTC,34.5°C,,48.4,MM,82.0,34.5°C,34.5,c,34.5,48.4,mm,48.4,2026-07-21 20:45:28 UTC,2026-07-22 02:15:28+05:30,2026-07-22
UNKNOWN,2026-01-29 10:52:45 IST,73.9,°F,,mm,51.0,73.9,73.9,f,23.28,-11.1,mm,,2026-01-29 10:52:45 IST,2026-01-29 10:52:45+05:30,2026-01-29
SEN045,2026-05-16T07:06:04,30.2,Celsius,18.8,mm,73.0,30.2,30.2,c,30.2,18.8,mm,18.8,2026-05-16T07:06:04,2026-05-16 07:06:04+05:30,2026-05-16
SEN036,21/03/2026 07:10,24.4,°C,43.1,millimeters,46.0,24.4,24.4,c,24.4,43.1,mm,43.1,21/03/2026 07:10,2026-03-21 07:10:00+05:30,2026-03-21
SEN012,,65.8,°F,11.4,mm,61.0,65.8,65.8,f,18.78,11.4,mm,11.4,,,
SEN045,2026-05-17 21:06:48 IST,59.2,Fahrenheit,1.67,in,38.0,59.2,59.2,f,15.11,1.67,in,42.42,2026-05-17 21:06:48 IST,2026-05-17 21:06:48+05:30,2026-05-17
SEN036,2026-02-26 16:50:23 UTC,23.4,C,24.8,MM,47.0,23.4,23.4,c,23.4,24.8,mm,24.8,2026-02-26 16:50:23 UTC,2026-02-26 22:20:23+05:30,2026-02-26
SEN004,2026-02-28 19:20:21 IST,19.5°C,,32.1,millimeters,65.0,19.5°C,19.5,c,19.5,32.1,mm,32.1,2026-02-28 19:20:21 IST,2026-02-28 19:20:21+05:30,2026-02-28
SEN010,2026-02-24 17:56:15 IST,18.7°C,,0.1,MM,71.0,18.7°C,18.7,c,18.7,0.1,mm,0.1,2026-02-24 17:56:15 IST,2026-02-24 17:56:15+05:30,2026-02-24
SEN013,2026-07-04 08:38:28 IST,88.5,Fahrenheit,1.91,inch,83.0,88.5,88.5,f,31.39,1.91,in,48.51,2026-07-04 08:38:28 IST,2026-07-04 08:38:28+05:30,2026-07-04
SEN041,2026-08-13 19:33:16 IST,19.7,C,42.6,mm,85.0,19.7,19.7,c,19.7,42.6,mm,42.6,2026-08-13 19:33:16 IST,2026-08-13 19:33:16+05:30,2026-08-13
SEN019,,31.5,Celsius,42.9,millimeters,30.0,31.5,31.5,c,31.5,42.9,mm,42.9,,,
SEN003,2026-07-01 21:03:59 IST,73.4,F,36.5,mm,58.0,73.4,73.4,f,23.0,36.5,mm,36.5,2026-07-01 21:03:59 IST,2026-07-01 21:03:59+05:30,2026-07-01
SEN018,2026-09-09 06:57:55 IST,20.7,c,23.6,MM,37.0,20.7,20.7,c,20.7,23.6,mm,23.6,2026-09-09 06:57:55 IST,2026-09-09 06:57:55+05:30,2026-09-09
SEN025,2026-02-08 01:27:53 IST,37.7,c,,,72.0,37.7,37.7,c,37.7,,,,2026-02-08 01:27:53 IST,2026-02-08 01:27:53+05:30,2026-02-08
SEN047,2026-03-11 04:04:50 IST,37.5,C,1.55,inch,,37.5,37.5,c,37.5,1.55,in,39.37,2026-03-11 04:04:50 IST,2026-03-11 04:04:50+05:30,2026-03-11
SEN034,2026-01-16 00:43:05 IST,95.5,Fahrenheit,41.3,millimeters,,95.5,95.5,f,35.28,41.3,mm,41.3,2026-01-16 00:43:05 IST,2026-01-16 00:43:05+05:30,2026-01-16
SEN015,2026-06-14 05:31:05 UTC,82.9,F,4.4,millimeters,67.0,82.9,82.9,f,28.28,4.4,mm,4.4,2026-06-14 05:31:05 UTC,2026-06-14 11:01:05+05:30,2026-06-14
SEN030,2026-09-02 12:07:02 UTC,98.4,Fahrenheit,32.9,MM,90.0,98.4,98.4,f,36.89,32.9,mm,32.9,2026-09-02 12:07:02 UTC,2026-09-02 17:37:02+05:30,2026-09-02
SEN004,2026-06-17 09:30:02 IST,26.9°C,,,,,26.9°C,26.9,c,26.9,,,,2026-06-17 09:30:02 IST,2026-06-17 09:30:02+05:30,2026-06-17
SEN050,,59.4,Fahrenheit,7.5,millimeters,94.0,59.4,59.4,f,15.22,7.5,mm,7.5,,,
SEN006,2026-09-03 14:18:10 UTC,35.8,Celsius,0.47,inches,46.0,35.8,35.8,c,35.8,0.47,in,11.94,2026-09-03 14:18:10 UTC,2026-09-03 19:48:10+05:30,2026-09-03
SEN022,,32.4°C,,1.44,inches,,32.4°C,32.4,c,32.4,1.44,in,36.58,,,
SEN024,2026-03-18T08:44:50,30,°C,0.07,inches,62.0,30,30.0,c,30.0,0.07,in,1.78,2026-03-18T08:44:50,2026-03-18 08:44:50+05:30,2026-03-18
SEN008,,84.4,F,0.19,in,56.0,84.4,84.4,f,29.11,0.19,in,4.83,,,
SEN004,2026-01-06 14:23:37,63,F,21.8,MM,90.0,63,63.0,f,17.22,21.8,mm,21.8,2026-01-06 14:23:37,2026-01-06 14:23:37+05:30,2026-01-06
SEN048,2026-06-08 22:47:11 UTC,35.9°C,,9.9,mm,31.0,35.9°C,35.9,c,35.9,9.9,mm,9.9,2026-06-08 22:47:11 UTC,2026-06-09 04:17:11+05:30,2026-06-09
SEN025,2026-08-03 12:51:09 UTC,95.2,°F,27.5,mm,71.0,95.2,95.2,f,35.11,27.5,mm,27.5,2026-08-03 12:51:09 UTC,2026-08-03 18:21:09+05:30,2026-08-03
SEN026,,26.8,C,,mm,49.0,26.8,26.8,c,26.8,-43.3,mm,,,,
SEN044,,68,Fahrenheit,9.3,millimeters,39.0,68,68.0,f,20.0,9.3,mm,9.3,,,
SEN013,2026-02-14 06:42:10 UTC,33.6,Celsius,32.1,MM,74.0,33.6,33.6,c,33.6,32.1,mm,32.1,2026-02-14 06:42:10 UTC,2026-02-14 12:12:10+05:30,2026-02-14
SEN006,19/08/2026 23:03,100.2,f,7.9,mm,37.0,100.2,100.2,f,37.89,7.9,mm,7.9,19/08/2026 23:03,2026-08-19 23:03:00+05:30,2026-08-19
SEN017,2026-03-12 11:44:51 IST,37.6,c,5.1,mm,65.0,37.6,37.6,c,37.6,5.1,mm,5.1,2026-03-12 11:44:51 IST,2026-03-12 11:44:51+05:30,2026-03-12
SEN016,2026-07-03 14:23:28 IST,21.7,C,0.15,inches,62.0,21.7,21.7,c,21.7,0.15,in,3.81,2026-07-03 14:23:28 IST,2026-07-03 14:23:28+05:30,2026-07-03
SEN018,2026-05-20 19:11:04 UTC,64.2,F,5.1,millimeters,45.0,64.2,64.2,f,17.89,5.1,mm,5.1,2026-05-20 19:11:04 UTC,2026-05-21 00:41:04+05:30,2026-05-21
SEN043,2026-04-19 01:00:58 IST,104,Fahrenheit,1.21,in,76.0,104,104.0,f,40.0,1.21,in,30.73,2026-04-19 01:00:58 IST,2026-04-19 01:00:58+05:30,2026-04-19
SEN014,2026-04-17 20:07:47 UTC,85.3,Fahrenheit,1.66,inches,31.0,85.3,85.3,f,29.61,1.66,in,42.16,2026-04-17 20:07:47 UTC,2026-04-18 01:37:47+05:30,2026-04-18
SEN006,2026-03-22 05:19:34 IST,26,Celsius,18.2,mm,44.0,26,26.0,c,26.0,18.2,mm,18.2,2026-03-22 05:19:34 IST,2026-03-22 05:19:34+05:30,2026-03-22
SEN013,08/06/2026 11:10,87.1,f,32.2,MM,31.0,87.1,87.1,f,30.61,32.2,mm,32.2,08/06/2026 11:10,2026-06-08 11:10:00+05:30,2026-06-08
SEN046,19/03/2026,30.7,Celsius,34.0,millimeters,63.0,30.7,30.7,c,30.7,34.0,mm,34.0,19/03/2026,2026-03-19 00:00:00+05:30,2026-03-19
SEN049,2026-03-26 01:39:39 IST,88.9,F,4.7,MM,50.0,88.9,88.9,f,31.61,4.7,mm,4.7,2026-03-26 01:39:39 IST,2026-03-26 01:39:39+05:30,2026-03-26
SEN044,2026-06-23 02:39:00 IST,89.1,F,32.3,millimeters,79.0,89.1,89.1,f,31.72,32.3,mm,32.3,2026-06-23 02:39:00 IST,2026-06-23 02:39:00+05:30,2026-06-23
SEN004,2026-01-03 16:07:36 IST,17.4,c,3.7,millimeters,53.0,17.4,17.4,c,17.4,3.7,mm,3.7,2026-01-03 16:07:36 IST,2026-01-03 16:07:36+05:30,2026-01-03
SEN045,2026-01-06 17:01:09 UTC,32.8°C,,,,58.0,32.8°C,32.8,c,32.8,,,,2026-01-06 17:01:09 UTC,2026-01-06 22:31:09+05:30,2026-01-06
SEN009,25/01/2026 18:22,75.2,Fahrenheit,30.8,mm,93.0,75.2,75.2,f,24.0,30.8,mm,30.8,25/01/2026 18:22,2026-01-25 18:22:00+05:30,2026-01-25
UNKNOWN,2026-07-24 11:00:37 UTC,59.5,f,,,71.0,59.5,59.5,f,15.28,,,,2026-07-24 11:00:37 UTC,2026-07-24 16:30:37+05:30,2026-07-24
SEN005,2026-01-12 23:45:50 IST,25.1°C,,0.96,in,52.0,25.1°C,25.1,c,25.1,0.96,in,24.38,2026-01-12 23:45:50 IST,2026-01-12 23:45:50+05:30,2026-01-12
SEN043,2026-03-02 09:53:02 UTC,102.4,F,35.0,millimeters,,102.4,102.4,f,39.11,35.0,mm,35.0,2026-03-02 09:53:02 UTC,2026-03-02 15:23:02+05:30,2026-03-02
SEN003,2026-05-05 19:29:45 UTC,31.2,c,1.63,inch,52.0,31.2,31.2,c,31.2,1.63,in,41.4,2026-05-05 19:29:45 UTC,2026-05-06 00:59:45+05:30,2026-05-06
SEN026,03/01/2026 19:40,68.7,f,4.9,MM,,68.7,68.7,f,20.39,4.9,mm,4.9,03/01/2026 19:40,2026-01-03 19:40:00+05:30,2026-01-03
SEN027,2026-08-25 20:54:28,23.1,C,14.7,mm,,23.1,23.1,c,23.1,14.7,mm,14.7,2026-08-25 20:54:28,2026-08-25 20:54:28+05:30,2026-08-25
SEN001,,31.6,Celsius,1.67,inch,86.0,31.6,31.6,c,31.6,1.67,in,42.42,,,
SEN027,2026-06-23 21:54:37 IST,97.9,Fahrenheit,0.82,inch,69.0,97.9,97.9,f,36.61,0.82,in,20.83,2026-06-23 21:54:37 IST,2026-06-23 21:54:37+05:30,2026-06-23
SEN010,2026-01-08 19:18:07 UTC,22.1°C,,0.48,inches,75.0,22.1°C,22.1,c,22.1,0.48,in,12.19,2026-01-08 19:18:07 UTC,2026-01-09 00:48:07+05:30,2026-01-09
SEN025,2026-07-08 17:10:12 UTC,27.3°C,,2.6,mm,59.0,27.3°C,27.3,c,27.3,2.6,mm,2.6,2026-07-08 17:10:12 UTC,2026-07-08 22:40:12+05:30,2026-07-08
SEN005,2026-08-01 16:35:05 UTC,29.2,C,21.2,millimeters,88.0,29.2,29.2,c,29.2,21.2,mm,21.2,2026-08-01 16:35:05 UTC,2026-08-01 22:05:05+05:30,2026-08-01
SEN010,30-Jun-2026 10:25:52,70.3,Fahrenheit,24.1,millimeters,30.0,70.3,70.3,f,21.28,24.1,mm,24.1,30-Jun-2026 10:25:52,2026-06-30 10:25:52+05:30,2026-06-30
SEN015,2026-02-11 20:01:21 IST,29.7°C,,13.2,millimeters,81.0,29.7°C,29.7,c,29.7,13.2,mm,13.2,2026-02-11 20:01:21 IST,2026-02-11 20:01:21+05:30,2026-02-11
SEN038,2026-05-11 05:06:43,23.6°C,,,mm,75.0,23.6°C,23.6,c,23.6,-30.2,mm,,2026-05-11 05:06:43,2026-05-11 05:06:43+05:30,2026-05-11
SEN047,2026-08-18 14:25:31 IST,18.3,c,17.1,MM,48.0,18.3,18.3,c,18.3,17.1,mm,17.1,2026-08-18 14:25:31 IST,2026-08-18 14:25:31+05:30,2026-08-18
SEN040,,87.4,f,,,84.0,87.4,87.4,f,30.78,,,,,,
SEN028,2026-01-22 19:39:35 UTC,20.7°C,,10.7,millimeters,60.0,20.7°C,20.7,c,20.7,10.7,mm,10.7,2026-01-22 19:39:35 UTC,2026-01-23 01:09:35+05:30,2026-01-23
SEN015,2026-02-06 01:34:06 IST,24.8,C,30.2,MM,,24.8,24.8,c,24.8,30.2,mm,30.2,2026-02-06 01:34:06 IST,2026-02-06 01:34:06+05:30,2026-02-06
UNKNOWN,2026-06-24 07:14:01 UTC,35.5,C,22.6,mm,80.0,35.5,35.5,c,35.5,22.6,mm,22.6,2026-06-24 07:14:01 UTC,2026-06-24 12:44:01+05:30,2026-06-24
SEN006,2026-03-21 12:03:56 IST,70.7,F,29.8,millimeters,53.0,70.7,70.7,f,21.5,29.8,mm,29.8,2026-03-21 12:03:56 IST,2026-03-21 12:03:56+05:30,2026-03-21
SEN019,,68,°F,6.9,mm,83.0,68,68.0,f,20.0,6.9,mm,6.9,,,
UNKNOWN,2026-06-28 11:17:25 UTC,18,°C,30.3,mm,79.0,18,18.0,c,18.0,30.3,mm,30.3,2026-06-28 11:17:25 UTC,2026-06-28 16:47:25+05:30,2026-06-28
UNKNOWN,2026-02-13 13:49:55 IST,36.0°C,,0.89,inches,,36.0°C,36.0,c,36.0,0.89,in,22.61,2026-02-13 13:49:55 IST,2026-02-13 13:49:55+05:30,2026-02-13
SEN021,2026-04-09 07:19:47 UTC,24.1°C,,1.4,inches,60.0,24.1°C,24.1,c,24.1,1.4,in,35.56,2026-04-09 07:19:47 UTC,2026-04-09 12:49:47+05:30,2026-04-09
SEN030,2026-09-04 01:13:39 UTC,19.3,Celsius,45.6,MM,30.0,19.3,19.3,c,19.3,45.6,mm,45.6,2026-09-04 01:13:39 UTC,2026-09-04 06:43:39+05:30,2026-09-04
SEN003,2026-01-27 16:05:24 IST,20.6,Celsius,0.08,inch,73.0,20.6,20.6,c,20.6,0.08,in,2.03,2026-01-27 16:05:24 IST,2026-01-27 16:05:24+05:30,2026-01-27
SEN020,2026-04-08 06:17:27 IST,82,F,21.6,mm,93.0,82,82.0,f,27.78,21.6,mm,21.6,2026-04-08 06:17:27 IST,2026-04-08 06:17:27+05:30,2026-04-08
SEN030,2026-03-23 10:54:02 UTC,19.5°C,,,,72.0,19.5°C,19.5,c,19.5,,,,2026-03-23 10:54:02 UTC,2026-03-23 16:24:02+05:30,2026-03-23
