trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,departure_datetime,arrival_datetime,transit_hours_final,transit_hours_imputed,vehicle_no_raw,vehicle_no_clean,mandi_id_raw,mandi_name,district,state,mandi_type
TRP004421,MANDI011,Export-Terminal,05-22-2026 04:22 AM,,17.2,733.5,km,dl 31-AB-8468,DRV870,733.5,2026-05-22 04:22:00,,17.2,False,dl 31-AB-8468,DL31AB8468,M011,Arrah Mandi,Patiala,Punjab,Unknown
TRP005051,MANDI023,WH-North,2026-01-01 15:20:39,02/01/2026 10:14,18.9,986.6,km,DL-46-CD-4805,DRV547,986.6,2026-01-01 15:20:39,2026-01-02 10:14:00,18.9,False,DL-46-CD-4805,DL46CD4805,MANDI023,Panihati APMC,Karnal,Haryana,Private
TRP006521,MANDI041,WH-South,22/04/2026 20:12,2026-04-23T07:30:32,11.3,502.3,km,PB-16-AB-1613,,502.3,2026-04-22 20:12:00,2026-04-23 07:30:32,11.3,False,PB-16-AB-1613,PB16AB1613,MANDI041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP003718,MANDI051,WH-South,13/07/2026 06:30,14/07/2026 05:00,22.5,1322.0,km,UP-71-AB-7186,DRV762,1322.0,2026-07-13 06:30:00,2026-07-14 05:00:00,22.5,False,UP-71-AB-7186,UP71AB7186,MANDI051,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
TRP003129,MANDI042,WH-West,2026-01-14T20:48:08,15/01/2026 06:48,,588.4,km,dl 22-AB-3545,DRV404,588.4,2026-01-14 20:48:08,2026-01-15 06:48:00,10.0,True,dl 22-AB-3545,DL22AB3545,MANDI-042,Erode Mandi,Fatehabad,Haryana,Private
TRP004090,MANDI036,WH-East,19/08/2026 12:55,,2.8,148.4,km,UP-58-BC-2600,DRV793,148.4,2026-08-19 12:55:00,,2.8,False,UP-58-BC-2600,UP58BC2600,MANDI036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP007457,MANDI002,WH-North,19/01/2026 04:11,20/01/2026 01:47,21.6,738.8722561,miles,HR-92-BC-2804,DRV972,1189.1,2026-01-19 04:11:00,2026-01-20 01:47:00,21.6,False,HR-92-BC-2804,HR92BC2804,002,Solapur Mandi,Ludhiana,,APMC
TRP004814,MANDI034,WH-South,2026-08-06 06:21:11,06-Aug-2026 19:51:11,13.5,749.8,km,dl 12-BC-5372,DRV795,749.8,2026-08-06 06:21:11,2026-08-06 19:51:11,13.5,False,dl 12-BC-5372,DL12BC5372,MANDI034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP004986,MANDI021,Export-Terminal,26/08/2026 06:12,27/08/2026 02:54,20.7,649.8297918,miles,RJ 40 AB 7293,DRV303,1045.8,2026-08-26 06:12:00,2026-08-27 02:54:00,20.7,False,RJ 40 AB 7293,RJ40AB7293,mandi021,Guna Mandi,Ferozepur,Punjab,APMC
TRP007293,MANDI036,WH-South,08-06-2026 10:56 PM,2026-08-07 01:20:19,2.4,118.1,km,PB74-CD-8797,DRV835,118.1,2026-08-06 22:56:00,2026-08-07 01:20:19,2.4,False,PB74-CD-8797,PB74CD8797,036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP008110,MANDI055,Export-Terminal,26/03/2026 00:23,26/03/2026 18:11,17.8,632.6799522,miles,PB-11-AB-2036,DRV481,1018.2,2026-03-26 00:23:00,2026-03-26 18:11:00,17.8,False,PB-11-AB-2036,PB11AB2036,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP004194,MANDI034,WH-Central,2026-04-21 07:19:54,2026-04-21 13:49:54,6.5,299.0,km,PB-65-CD-3353,DRV473,299.0,2026-04-21 07:19:54,2026-04-21 13:49:54,6.5,False,PB-65-CD-3353,PB65CD3353,MANDI034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP004695,MANDI054,WH-East,2026-04-15 19:15:40,2026-04-15 21:39:40,2.4,121.6,km,DL49-AB-7297,DRV845,121.6,2026-04-15 19:15:40,2026-04-15 21:39:40,2.4,False,DL49-AB-7297,DL49AB7297,mandi_054,Nangloi Jat Grain Market,Saharanpur,,Direct
TRP002321,MANDI043,WH-North,02-19-2026 10:33 AM,20/02/2026 04:27,17.9,500.2657921,miles,RJ42-BC-3504,,805.1,2026-02-19 10:33:00,2026-02-20 04:27:00,17.9,False,RJ42-BC-3504,RJ42BC3504,MANDI043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP003313,MANDI003,WH-North,05-11-2026 05:26 PM,2026-05-12 15:38:53,22.2,750.1812083,miles,,DRV403,1207.3,2026-05-11 17:26:00,2026-05-12 15:38:53,22.2,False,,,003,Vijayawada Mandi,Ludhiana,Punjab,Unknown
TRP004487,MANDI027,WH-West,16-Feb-2026 10:15:09,02-16-2026 08:03 PM,9.8,402.0,km,,,402.0,2026-02-16 10:15:09,2026-02-16 20:03:00,9.8,False,,,MANDI027,Kochi APMC,Hisar,Haryana,APMC
TRP000715,MANDI028,WH-South,2026-06-21T08:43:45,06-22-2026 01:01 AM,16.3,712.1,km,RJ28-CD-3319,DRV329,712.1,2026-06-21 08:43:45,2026-06-22 01:01:00,16.3,False,RJ28-CD-3319,RJ28CD3319,MANDI028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP003280,MANDI023,WH-South,03/03/2026 21:24,04/03/2026 01:12,3.8,217.7,km,HR84-DF-1530,DRV276,217.7,2026-03-03 21:24:00,2026-03-04 01:12:00,3.8,False,HR84-DF-1530,HR84DF1530,mandi_023,Panihati APMC,Karnal,Haryana,Private
TRP008360,MANDI043,WH-South,27-Jan-2026 10:26:17,28/01/2026,17.0,1007.1,km,UP18-DF-7840,,1007.1,2026-01-27 10:26:17,2026-01-28 00:00:00,17.0,False,UP18-DF-7840,UP18DF7840,MANDI043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP004166,MANDI046,WH-South,04-14-2026 08:16 AM,2026-04-14T13:04:39,4.8,210.8,km,PB71-CD-8921,,210.8,2026-04-14 08:16:00,2026-04-14 13:04:39,4.8,False,PB71-CD-8921,PB71CD8921,046,Baranagar Market,,Uttar Pradesh,Private
TRP009081,MANDI012,WH-East,20/01/2026 21:45,21/01/2026,4.7,244.4 KM,,UP-41-AB-2834,,244.4,2026-01-20 21:45:00,2026-01-21 00:00:00,4.7,False,UP-41-AB-2834,UP41AB2834,M012,Gaya Grain Market,Patiala,Punjab,Unknown
TRP007656,MANDI039,WH-North,2026-04-20T07:55:49,21-Apr-2026 04:13:49,20.3,518.0370027,miles,,,833.7,2026-04-20 07:55:49,2026-04-21 04:13:49,20.3,False,,,mandi_039,Anand Grain Market,,Haryana,APMC
TRP005698,MANDI009,WH-East,25/08/2026,08-25-2026 06:32 PM,15.4,641.7,km,UP-92-AB-4102,DRV481,641.7,2026-08-25 00:00:00,2026-08-25 18:32:00,15.4,False,UP-92-AB-4102,UP92AB4102,MANDI009,Jamshedpur APMC,Jalandhar,Punjab,APMC
TRP002272,MANDI008,WH-East,16-Jan-2026 13:40:41,2026-01-17 00:10:41,10.5,617.3,km,HR 28 BC 9807,DRV198,617.3,2026-01-16 13:40:41,2026-01-17 00:10:41,10.5,False,HR 28 BC 9807,HR28BC9807,MANDI008,Bijapur Market,Amritsar,Punjab,APMC
TRP005198,MANDI040,WH-Central,17/02/2026,2026-02-18T00:20:39,11.2,491.2,km,HR-13-AB-3420,DRV312,491.2,2026-02-17 00:00:00,2026-02-18 00:20:39,11.2,False,HR-13-AB-3420,HR13AB3420,MANDI040,Jodhpur Market,Fatehabad,Haryana,Direct
TRP008687,MANDI007,WH-West,2026-06-20 01:55:33,20/06/2026 09:19,7.4,298.4,km,UP17-BC-1667,DRV700,298.4,2026-06-20 01:55:33,2026-06-20 09:19:00,7.4,False,UP17-BC-1667,UP17BC1667,MANDI-007,Nashik Mandi,Amritsar,Punjab,Private
TRP001021,MANDI036,WH-Central,2026-09-09T07:22:35,09-09-2026 07:16 PM,11.9,673.5,km,DL-37-DF-5648,DRV841,673.5,2026-09-09 07:22:35,2026-09-09 19:16:00,11.9,False,DL-37-DF-5648,DL37DF5648,mandi_036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP000706,MANDI055,WH-Central,07-Apr-2026 19:57:37,08-Apr-2026 17:15:37,21.3,1146.2,km,PB36-CD-8134,DRV570,1146.2,2026-04-07 19:57:37,2026-04-08 17:15:37,21.3,False,PB36-CD-8134,PB36CD8134,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP007317,MANDI041,WH-Central,12-Feb-2026 08:15:52,2026-02-12 12:27:52,4.2,235.1,km,RJ 71 DF 8544,DRV255,235.1,2026-02-12 08:15:52,2026-02-12 12:27:52,4.2,False,RJ 71 DF 8544,RJ71DF8544,mandi_041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP006086,MANDI022,WH-West,2026-01-01 22:52:46,02/01/2026 20:16,21.4,1177.9,km,PB-24-DF-8426,DRV235,1177.9,2026-01-01 22:52:46,2026-01-02 20:16:00,21.4,False,PB-24-DF-8426,PB24DF8426,MANDI-022,Eluru APMC,Karnal,Haryana,Unknown
TRP008799,MANDI022,WH-North,2026-07-07 21:44:39,08/07/2026 11:14,13.5,590.6,km,,DRV242,590.6,2026-07-07 21:44:39,2026-07-08 11:14:00,13.5,False,,,MANDI022,Eluru APMC,Karnal,Haryana,Unknown
TRP007192,MANDI050,WH-East,29-Aug-2026 15:00:24,2026-08-30 10:30:24,19.5,1037.4,km,PB93-CD-9320,DRV306,1037.4,2026-08-29 15:00:24,2026-08-30 10:30:24,19.5,False,PB93-CD-9320,PB93CD9320,MANDI050,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
TRP004845,MANDI009,WH-North,2026-05-23 07:16:25,23/05/2026 11:52,4.6,215.6,km,,,215.6,2026-05-23 07:16:25,2026-05-23 11:52:00,4.6,False,,,MANDI009,Jamshedpur APMC,Jalandhar,Punjab,APMC
TRP008421,MANDI016,WH-South,09-09-2026 11:31 PM,09-10-2026 06:07 PM,18.6,933.0,km,PB-99-AB-2438,DRV884,933.0,2026-09-09 23:31:00,2026-09-10 18:07:00,18.6,False,PB-99-AB-2438,PB99AB2438,MANDI016,Kulti APMC,Bathinda,Punjab,Unknown
TRP000909,MANDI011,WH-Central,03-21-2026 03:40 PM,21/03/2026 21:52,6.2 hrs,278.0 KM,,,DRV621,278.0,2026-03-21 15:40:00,2026-03-21 21:52:00,6.2,False,,,MANDI-011,Arrah Mandi,Patiala,Punjab,Unknown
TRP005732,MANDI039,WH-South,20/04/2026 05:45,2026-04-20T21:57:06,,938.3 KM,,HR36-CD-5236,,938.3,2026-04-20 05:45:00,2026-04-20 21:57:06,16.2,True,HR36-CD-5236,HR36CD5236,MANDI039,Anand Grain Market,,Haryana,APMC
TRP003039,MANDI032,WH-Central,03-16-2026 03:03 PM,16/03/2026 20:27,5.4,144.77944300000001,miles,up 74-AB-5828,DRV766,233.0,2026-03-16 15:03:00,2026-03-16 20:27:00,5.4,False,up 74-AB-5828,UP74AB5828,M032,Chapra Grain Market,,Haryana,Private
TRP001517,MANDI053,WH-Central,08/07/2026 22:50,09/07/2026,14.3,506.29309079999996,miles,PB-80-BC-2087,DRV162,814.8,2026-07-08 22:50:00,2026-07-09 00:00:00,14.3,False,PB-80-BC-2087,PB80BC2087,M053,Panihati Market,Saharanpur,Uttar Pradesh,APMC
TRP006917,MANDI021,Export-Terminal,01-04-2026 05:18 AM,04/01/2026 20:42,15.4,877.9,km,PB-72-BC-3295,,877.9,2026-01-04 05:18:00,2026-01-04 20:42:00,15.4,False,PB-72-BC-3295,PB72BC3295,MANDI021,Guna Mandi,Ferozepur,Punjab,APMC
TRP008286,MANDI028,WH-Central,2026-07-29 03:48:47,2026-07-29 16:42:47,12.9,358.531067,miles,RJ15-CD-4249,DRV530,577.0,2026-07-29 03:48:47,2026-07-29 16:42:47,12.9,False,RJ15-CD-4249,RJ15CD4249,mandi028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP004396,MANDI041,WH-South,05-31-2026 06:34 PM,01/06/2026 09:16,14.7,825.6,km,RJ19-CD-6938,DRV525,825.6,2026-05-31 18:34:00,2026-06-01 09:16:00,14.7,False,RJ19-CD-6938,RJ19CD6938,MANDI041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP003056,MANDI044,WH-South,04/02/2026 17:38,02-05-2026 04:14 AM,10.6,518.6,km,DL-34-CD-4626,DRV809,518.6,2026-02-04 17:38:00,2026-02-05 04:14:00,10.6,False,DL-34-CD-4626,DL34CD4626,MANDI-044,Dehri Mandi,Agra,Uttar Pradesh,APMC
TRP003542,MANDI041,WH-South,2026-08-01 11:23:03,2026-08-01T20:29:03,9.1,449.5,km,hr 94-DF-5513,DRV436,449.5,2026-08-01 11:23:03,2026-08-01 20:29:03,9.1,False,hr 94-DF-5513,HR94DF5513,041,Gurgaon Grain Market,Fatehabad,Haryana,APMC
TRP000595,MANDI005,Export-Terminal,2026-05-13T15:20:22,05-14-2026 06:44 AM,15.4,704.6,km,,DRV296,704.6,2026-05-13 15:20:22,2026-05-14 06:44:00,15.4,False,,,MANDI-005,Bhilwara Grain Market,Amritsar,Punjab,Direct
TRP007108,MANDI056,WH-Central,07-Mar-2026 09:19:01,03-07-2026 09:13 PM,-11.9,401.7784886,miles,PB74-AB-6839,DRV683,646.6,2026-03-07 09:19:01,2026-03-07 21:13:00,11.9,True,PB74-AB-6839,PB74AB6839,MANDI056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP000441,MANDI048,Export-Terminal,2026-05-17 21:31:38,2026-05-18 14:55:38,,855.7,km,pb 59-BC-7254,DRV677,855.7,2026-05-17 21:31:38,2026-05-18 14:55:38,17.4,True,pb 59-BC-7254,PB59BC7254,MANDI048,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh,Direct
TRP006066,MANDI030,WH-South,05/07/2026 06:33,06-Jul-2026 02:57:51,20.4,1064.3,km,,DRV584,1064.3,2026-07-05 06:33:00,2026-07-06 02:57:51,20.4,False,,,MANDI-030,Patiala APMC,Sirsa,,Unknown
TRP002772,MANDI013,WH-North,07-27-2026 01:06 PM,28/07/2026 02:36,13.5,729.3,km,PB-79-BC-6012,DRV598,729.3,2026-07-27 13:06:00,2026-07-28 02:36:00,13.5,False,PB-79-BC-6012,PB79BC6012,MANDI013,Aurangabad Market,Patiala,Punjab,Private
TRP005083,MANDI054,WH-Central,06-30-2026 09:12 PM,2026-07-01 19:06:45,21.9,641.8141059000001,miles,PB-95-AB-1405,DRV790,1032.9,2026-06-30 21:12:00,2026-07-01 19:06:45,21.9,False,PB-95-AB-1405,PB95AB1405,MANDI054,Nangloi Jat Grain Market,Saharanpur,,Direct
TRP005299,MANDI044,WH-West,2026-03-04T05:21:55,04/03/2026,6.5,211.20400289999998,miles,UP87-CD-3509,DRV908,339.9,2026-03-04 05:21:55,2026-03-04 00:00:00,6.5,False,UP87-CD-3509,UP87CD3509,M044,Dehri Mandi,Agra,Uttar Pradesh,APMC
TRP005146,MANDI013,WH-North,01-21-2026 07:28 PM,2026-01-22 14:52:20,19.4,959.0,km,hr 10-DF-7209,,959.0,2026-01-21 19:28:00,2026-01-22 14:52:20,19.4,False,hr 10-DF-7209,HR10DF7209,mandi_013,Aurangabad Market,Patiala,Punjab,Private
TRP000011,MANDI049,WH-South,31/01/2026 00:03,2026-01-31 15:21:35,15.3,915.7,km,hr 98-AB-4542,DRV962,915.7,2026-01-31 00:03:00,2026-01-31 15:21:35,15.3,False,hr 98-AB-4542,HR98AB4542,MANDI-049,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh,Private
TRP009732,MANDI037,Export-Terminal,2026-06-07 20:05:35,,17.3,843.4,km,DL 30 AB 6906,DRV389,843.4,2026-06-07 20:05:35,,17.3,False,DL 30 AB 6906,DL30AB6906,MANDI037,Jorhat Grain Market,Kurukshetra,Haryana,APMC
TRP006254,MANDI051,WH-East,2026-01-21 04:25:41,01-21-2026 02:37 PM,10.2,558.4,km,UP-88-AB-2148,DRV455,558.4,2026-01-21 04:25:41,2026-01-21 14:37:00,10.2,False,UP-88-AB-2148,UP88AB2148,MANDI051,Gulbarga Market,Saharanpur,Uttar Pradesh,Private
TRP001852,MANDI009,WH-West,05-28-2026 08:51 AM,29/05/2026 04:09,19.3,1119.7,km,rj 70-DF-8306,DRV653,1119.7,2026-05-28 08:51:00,2026-05-29 04:09:00,19.3,False,rj 70-DF-8306,RJ70DF8306,mandi009,Jamshedpur APMC,Jalandhar,Punjab,APMC
TRP006856,MANDI036,WH-Central,09-Jan-2026 11:38:29,,8.0,289.4346118,miles,RJ92-BC-2922,DRV646,465.8,2026-01-09 11:38:29,,8.0,False,RJ92-BC-2922,RJ92BC2922,MANDI036,Mysore Grain Market,Kurukshetra,Haryana,APMC
TRP000094,MANDI013,WH-East,2026-04-23 10:27:39,2026-04-23 18:33:39,8.1,331.4,km,UP98-AB-7313,DRV923,331.4,2026-04-23 10:27:39,2026-04-23 18:33:39,8.1,False,UP98-AB-7313,UP98AB7313,MANDI013,Aurangabad Market,Patiala,Punjab,Private
TRP003028,MANDI043,WH-North,03-01-2026 05:57 PM,2026-03-02T16:33:49,22.6,986.3,km,,DRV174,986.3,2026-03-01 17:57:00,2026-03-02 16:33:49,22.6,False,,,MANDI043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP005206,MANDI023,WH-South,07-26-2026 04:42 PM,26/07/2026 21:12,4.5,124.1499258,miles,HR-51-CD-1703,DRV701,199.8,2026-07-26 16:42:00,2026-07-26 21:12:00,4.5,False,HR-51-CD-1703,HR51CD1703,mandi_023,Panihati APMC,Karnal,Haryana,Private
TRP007507,MANDI050,WH-South,21-Apr-2026 12:16:46,2026-04-21T21:22:46,9.1,416.7,km,HR 39 AB 7728,DRV876,416.7,2026-04-21 12:16:46,2026-04-21 21:22:46,9.1,False,HR 39 AB 7728,HR39AB7728,MANDI050,Durg Market,Muzaffarnagar,Uttar Pradesh,Unknown
TRP004834,MANDI031,WH-Central,25/05/2026 17:17,,4.7,274.3,km,HR-89-AB-5726,DRV920,274.3,2026-05-25 17:17:00,,4.7,False,HR-89-AB-5726,HR89AB5726,mandi031,Nangloi Jat Mandi,Sirsa,Haryana,APMC
TRP007584,MANDI015,WH-Central,02-07-2026 01:25 PM,08-Feb-2026 03:37:51,14.2,748.2,km,RJ49-CD-2568,DRV501,748.2,2026-02-07 13:25:00,2026-02-08 03:37:51,14.2,False,RJ49-CD-2568,RJ49CD2568,mandi_015,Amravati Grain Market,Bathinda,Punjab,APMC
TRP009207,MANDI029,WH-South,22/04/2026,2026-04-23T09:44:09,17.0,445.2744586,miles,PB-20-DF-1192,DRV398,716.6,2026-04-22 00:00:00,2026-04-23 09:44:09,17.0,False,PB-20-DF-1192,PB20DF1192,MANDI029,Asansol Grain Market,Sirsa,Haryana,Direct
TRP002949,MANDI028,WH-Central,2026-02-15 15:37:16,02-15-2026 06:31 PM,2.9,148.3,km,DL-29-DF-1180,DRV960,148.3,2026-02-15 15:37:16,2026-02-15 18:31:00,2.9,False,DL-29-DF-1180,DL29DF1180,MANDI028,Machilipatnam APMC,Hisar,Haryana,Unknown
TRP000293,MANDI057,WH-East,2026-02-03 01:19:05,03-Feb-2026 16:07:05,,484.3586945,miles,PB 63 BC 5106,DRV385,779.5,2026-02-03 01:19:05,2026-02-03 16:07:05,14.8,True,PB 63 BC 5106,PB63BC5106,MANDI057,Gorakhpur APMC,Bareilly,,Direct
TRP000789,MANDI037,WH-West,25-Jul-2026 13:47:56,2026-07-25 20:05:56,6.3,351.4 KM,,DL-72-BC-4571,DRV972,351.4,2026-07-25 13:47:56,2026-07-25 20:05:56,6.3,False,DL-72-BC-4571,DL72BC4571,MANDI037,Jorhat Grain Market,Kurukshetra,Haryana,APMC
TRP006160,MANDI056,WH-South,26/04/2026,27-Apr-2026 07:51:07,17.6,818.5,km,UP-70-BC-4915,DRV678,818.5,2026-04-26 00:00:00,2026-04-27 07:51:07,17.6,False,UP-70-BC-4915,UP70BC4915,MANDI-056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP003679,MANDI025,WH-Central,25/03/2026,25-Mar-2026 18:49:16,12.3,537.1,km,,DRV860,537.1,2026-03-25 00:00:00,2026-03-25 18:49:16,12.3,False,,,MANDI025,Dindigul APMC,Karnal,Haryana,APMC
TRP008104,MANDI023,WH-West,17/07/2026 12:17,2026-07-17 16:23:08,4.1,189.9,km,PB-58-CD-8616,DRV173,189.9,2026-07-17 12:17:00,2026-07-17 16:23:08,4.1,False,PB-58-CD-8616,PB58CD8616,mandi_023,Panihati APMC,Karnal,Haryana,Private
TRP006128,MANDI008,WH-West,2026-09-02T23:48:38,03-Sep-2026 08:12:38,-8.4,265.1390057,miles,RJ 93 AB 2056,DRV392,426.7,2026-09-02 23:48:38,2026-09-03 08:12:38,8.4,True,RJ 93 AB 2056,RJ93AB2056,MANDI008,Bijapur Market,Amritsar,Punjab,APMC
TRP005101,MANDI013,WH-East,30-Apr-2026 13:25:36,,22.1,935.0,km,,DRV954,935.0,2026-04-30 13:25:36,,22.1,False,,,MANDI013,Aurangabad Market,Patiala,Punjab,Private
TRP004914,MANDI013,WH-North,2026-06-19T17:50:58,06-20-2026 07:32 AM,13.7,676.6,km,dl 62-BC-1581,,676.6,2026-06-19 17:50:58,2026-06-20 07:32:00,13.7,False,dl 62-BC-1581,DL62BC1581,mandi_013,Aurangabad Market,Patiala,Punjab,Private
TRP006688,MANDI055,WH-North,2026-06-06 02:00:27,07-Jun-2026 00:54:27,22.9,1107.7,km,PB-79-BC-1835,DRV909,1107.7,2026-06-06 02:00:27,2026-06-07 00:54:27,22.9,False,PB-79-BC-1835,PB79BC1835,MANDI055,Chandigarh APMC,Bareilly,Uttar Pradesh,APMC
TRP004801,MANDI026,WH-East,17/03/2026 09:49,18/03/2026 04:13,18.4,1024.1,km,DL 72 BC 8109,DRV817,1024.1,2026-03-17 09:49:00,2026-03-18 04:13:00,18.4,False,DL 72 BC 8109,DL72BC8109,M026,Tadipatri Mandi,Hisar,Haryana,Private
TRP001319,MANDI017,WH-Central,2026-05-21 02:01:47,,16.1,754.2 KM,,UP-73-DF-5025,DRV807,754.2,2026-05-21 02:01:47,,16.1,False,UP-73-DF-5025,UP73DF5025,MANDI017,Parbhani Market,,Punjab,Private
TRP004163,MANDI018,WH-East,10/02/2026 00:58,02-10-2026 07:16 PM,18.3,1069.9,km,UP 11 DF 7512,DRV877,1069.9,2026-02-10 00:58:00,2026-02-10 19:16:00,18.3,False,UP 11 DF 7512,UP11DF7512,MANDI018,Jaunpur Mandi,Moga,Punjab,Unknown
TRP009186,MANDI021,WH-East,11-Jun-2026 04:59:47,11-Jun-2026 09:23:47,-4.4,195.4,km,dl 16-BC-4733,DRV134,195.4,2026-06-11 04:59:47,2026-06-11 09:23:47,4.4,True,dl 16-BC-4733,DL16BC4733,mandi021,Guna Mandi,Ferozepur,Punjab,APMC
TRP004950,MANDI056,WH-East,02-Feb-2026 19:01:20,02-03-2026 04:19 AM,9.3,493.3,km,UP90-AB-5721,DRV432,493.3,2026-02-02 19:01:20,2026-02-03 04:19:00,9.3,False,UP90-AB-5721,UP90AB5721,mandi056,Bilaspur Mandi,Bareilly,Uttar Pradesh,Private
TRP005191,MANDI012,Export-Terminal,02/06/2026,2026-06-02 14:19:58,3.1,96.87173890000001,miles,PB-52-AB-1978,DRV914,155.9,2026-06-02 00:00:00,2026-06-02 14:19:58,3.1,False,PB-52-AB-1978,PB52AB1978,MANDI012,Gaya Grain Market,Patiala,Punjab,Unknown
TRP002392,MANDI026,WH-North,2026-01-16T20:22:57,2026-01-17T10:04:57,13.7,589.6,km,,DRV982,589.6,2026-01-16 20:22:57,2026-01-17 10:04:57,13.7,False,,,M026,Tadipatri Mandi,Hisar,Haryana,Private
TRP008944,MANDI019,WH-Central,05/07/2026,2026-07-06T02:27:41,19.0,805.0,km,rj 45-BC-6984,DRV903,805.0,2026-07-05 00:00:00,2026-07-06 02:27:41,19.0,False,rj 45-BC-6984,RJ45BC6984,MANDI019,Karimnagar Grain Market,Moga,Punjab,Private
TRP004961,MANDI042,WH-West,2026-05-26T13:49:39,27/05/2026 09:49,20.0,915.5,km,PB53-AB-8862,DRV667,915.5,2026-05-26 13:49:39,2026-05-27 09:49:00,20.0,False,PB53-AB-8862,PB53AB8862,mandi042,Erode Mandi,Fatehabad,Haryana,Private
TRP009864,MANDI016,WH-East,21/07/2026,,9.4,384.6,km,hr 39-DF-4307,DRV353,384.6,2026-07-21 00:00:00,,9.4,False,hr 39-DF-4307,HR39DF4307,mandi016,Kulti APMC,Bathinda,Punjab,Unknown
TRP008690,MANDI043,WH-East,2026-03-21 14:36:07,2026-03-22 12:00:07,21.4,1213.4,km,DL-95-CD-1843,,1213.4,2026-03-21 14:36:07,2026-03-22 12:00:07,21.4,False,DL-95-CD-1843,DL95CD1843,MANDI-043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP006467,MANDI043,WH-East,2026-05-09 23:55:25,05-10-2026 06:55 AM,7.0,337.4,km,PB-90-DF-5608,,337.4,2026-05-09 23:55:25,2026-05-10 06:55:00,7.0,False,PB-90-DF-5608,PB90DF5608,mandi_043,Danapur Mandi,Agra,Uttar Pradesh,Private
TRP008563,MANDI035,WH-North,12/08/2026 16:18,2026-08-12 20:48:26,4.5,209.8,km,rj 71-DF-4996,DRV454,209.8,2026-08-12 16:18:00,2026-08-12 20:48:26,4.5,False,rj 71-DF-4996,RJ71DF4996,035,Guntakal Mandi,Ambala,Haryana,APMC
TRP009023,MANDI038,WH-South,05-06-2026 07:09 AM,,9.8,477.5,km,PB 86 DF 9649,DRV453,477.5,2026-05-06 07:09:00,,9.8,False,PB 86 DF 9649,PB86DF9649,MANDI038,Jalandhar Mandi,Kurukshetra,Haryana,Private
TRP002565,MANDI039,WH-South,11/08/2026 00:43,08-11-2026 12:37 PM,11.9,669.7,km,,DRV635,669.7,2026-08-11 00:43:00,2026-08-11 12:37:00,11.9,False,,,MANDI-039,Anand Grain Market,,Haryana,APMC
TRP003442,MANDI003,WH-Central,04-08-2026 06:25 PM,04-09-2026 02:25 PM,20.0,1072.8,km,HR60-AB-4691,DRV155,1072.8,2026-04-08 18:25:00,2026-04-09 14:25:00,20.0,False,HR60-AB-4691,HR60AB4691,MANDI003,Vijayawada Mandi,Ludhiana,Punjab,Unknown
TRP008407,MANDI030,WH-Central,10/08/2026,2026-08-11T12:55:58,18.9,974.3,km,,DRV522,974.3,2026-08-10 00:00:00,2026-08-11 12:55:58,18.9,False,,,MANDI030,Patiala APMC,Sirsa,,Unknown
TRP009701,MANDI011,Export-Terminal,14/04/2026 03:43,14/04/2026 10:13,-6.5,378.8,km,DL-46-AB-3822,DRV888,378.8,2026-04-14 03:43:00,2026-04-14 10:13:00,6.5,True,DL-46-AB-3822,DL46AB3822,MANDI011,Arrah Mandi,Patiala,Punjab,Unknown
TRP009376,MANDI034,WH-North,2026-08-03 09:15:27,03-Aug-2026 16:39:27,7.4,397.2,km,up 98-CD-9430,DRV773,397.2,2026-08-03 09:15:27,2026-08-03 16:39:27,7.4,False,up 98-CD-9430,UP98CD9430,MANDI034,Ludhiana Grain Market,Ambala,Haryana,Unknown
TRP003708,MANDI010,WH-West,30-Apr-2026 12:40:22,30/04/2026 16:34,3.9,111.5360945,miles,UP43-DF-5183,DRV350,179.5,2026-04-30 12:40:22,2026-04-30 16:34:00,3.9,False,UP43-DF-5183,UP43DF5183,MANDI010,Dhule APMC,Jalandhar,Punjab,Direct
